Venue Name,Venue type,Venue address,Latitude,Longitude
"Illoura Park, Mansfield",Park,"Illoura Park, 29 Trident Street, Mansfield",-27.5377,153.1038
"Imlay Place Park, Parkinson",Park,"Imlay Place Park, 8 Imlay Place, Parkinson",-27.6388,153.0234
Inala Community Garden (Spiritus Early Parent Centre),"Community Garden,Non-Council venue","Inala Community Garden (Spiritus Early Parent Centre), 105 Poinsettia Street, Inala",-27.5968,152.9684
"Inala Hall - new (Inala Civic or Community Centre), Inala",Community Hall,"Inala Hall - new (Inala Civic or Community Centre), Corsair Avenue and Wirraway Parade, Inala",-27.6011,152.972
Inala Library,Library,"Inala Library, Inala Civic Centre, Corsair Avenue, Inala",-27.5976,152.9747
Indooroopilly Library,Library,"Indooroopilly Library, Indooroopilly Shopping Centre, Level 4, 322 Moggill Road, Indooroopilly",-27.4977,152.9725
"Ingram Road Park, Sunnybank Hills",Park,"Ingram Road Park, 89 Ingram Road, Sunnybank Hills",-27.5934,153.0421
"Inverness Street Park, Upper Kedron",Park,"Inverness Street Park, 117 Canvey Road, Upper Kedron",-27.4145,152.9206
"Iona Close Park, Belmont",Park,"Iona Close Park, 3 Iona Close, Belmont",-27.4833,153.1229
"Iris Place Park, Fitzgibbon",Park,"Iris Place Park, 19 Iris Place, Fitzgibbon",-27.3429,153.0331
"Ironwood Street Park, Aspley",Park,"Ironwood Street Park, 111 Ironwood Street, Aspley",-27.373,153.0121
"Isaac Best Park, Bracken Ridge",Park,"Isaac Best Park, 70C Wickfield Street, Bracken Ridge",-27.3192,153.021
"Ithaca Auditorium, Brisbane City Hall","General Council venue,Library","Ithaca Auditorium, Brisbane City Hall, 64 Adelaide Street, Brisbane",-27.4691,153.0241
Ithaca Memorial Park (road reserve),Park,"Ithaca Memorial Park (road reserve), 49 Latrobe Terrace, Paddington",-27.4585,153.0006
"Ithaca Pool, Paddington",Swimming pool,"Ithaca Pool, 131 Caxton Street, Paddington",-27.4627974,153.0103592
"J.C Trotter Memorial Park, Burbank",Park,"J.C Trotter Memorial Park, 1646 Mt Cotton Road, Burbank",-27.556,153.1723
J.C. Slaughter Falls - Mt Coot-tha Reserve,Park,"J.C. Slaughter Falls - Mt Coot-tha Reserve, Sir Samuel Griffith Drive, Mt Coot-tha",-27.4674,152.9575
"J.F O'Grady Memorial Park, Fairfield",Park,"J.F O'Grady Memorial Park, 102 Victoria Street, Fairfield",-27.5068,153.0233
"Jacaranda Park, Yeronga",Park,"Jacaranda Park, 406 Brisbane Corso, Yeronga",-27.5079,153.0045
"Jacaranda Place Park, Eight Mile Plains",Park,"Jacaranda Place Park, 19 Arcadia Street, Eight Mile Plains",-27.5764,153.0829
"Jacaranda Street Park, Wynnum West",Park,"Jacaranda Street Park, 46 Jacaranda Street, Wynnum West",-27.4543,153.1488
"Jack Cook Memorial Park, Taringa",Park,"Jack Cook Memorial Park, 99 Gailey Road, Taringa",-27.4939,152.992
"Jack Pyle Park, Sunnybank Hills",Park,"Jack Pyle Park, 305 Gowan Road, Sunnybank Hills",-27.6036,153.0628
"Jack Speare Park, Indooroopilly",Park,"Jack Speare Park, 108 Fairley Street, Indooroopilly",-27.5027,152.9805
"Jackson Road Park (no. 219), Sunnybank Hills",Park,"Jackson Road Park, 219 Jackson Road, Sunnybank Hills",-27.5915,153.0442
"Jagera Circuit Park, Taigum",Park,"Jagera Circuit Park, 74 Jagera Circuit, Taigum",-27.340952,153.043915
"Jagera Community Hall, South Brisbane","Community Hall,General Council venue","Jagera Community Hall, 121 Cordelia Street, South Brisbane",-27.4791,153.0179
"Jagera Park, Runcorn",Park,"Jagera Park, 27 Jandowae Street, Runcorn",-27.5931,153.0876
"Jaloon Street Park, Ashgrove",Park,"Jaloon Street Park, 50 Jaloon Street, Ashgrove",-27.4499,152.9763
"Jamboree Lions Community Park, Middle Park",Park,"Jamboree Lions Community Park, 33 MacFarlane Street, Middle Park",-27.5589,152.9179
"Jamboree Park, Jamboree Heights",Park,"Jamboree Park, 18 Guide Street, Jamboree Heights",-27.5587,152.9329
"James Freney Park, Acacia Ridge",Park,"James Freney Park, 563 Beatty Road, Acacia Ridge",-27.5811,153.0107
"James Warner Park, Kangaroo Point",Park,"James Warner Park, 33 Annie Street, Kangaroo Point",-27.4667,153.0341
Jane Street Community Garden,"Community Garden,Non-Council venue","Jane Street Community Garden, 103 Jane Street, West End",-27.4781,153.0063
"Jarrah Street Park, Moggill",Park,"Jarrah Street Park, 174 Jarrah Street, Moggill",-27.574,152.8684
Jeay's Street Community Garden,"Community Garden,Non-Council venue","Jeay's Street Community Garden, 8 Jeays Street, Bowen Hills",-27.4483,153.0359
"Jeays Street Park, Bowen Hills",Park,"Jeays Street Park, 14 Jeays Street, Bowen Hills",-27.4487,153.0361
"Jeremiah O'Toole Park, Morningside",Park,"Jeremiah O'Toole Park, 10 Baringa Street, Morningside",-27.4627,153.0727
"Jill Street Park, Brighton",Park,"Jill Street Park, 15 Jill Street, Brighton",-27.2903,153.059
"Jim Wilding Reserve , Bridgeman Downs",Park,"Jim Wilding Reserve, 35 Tallowwood Place, Bridgeman Downs",-27.371753,152.993312
"Jimbour Close Park, Forest Lake",Park,"Jimbour Close Park, 9 Atherton Circuit, Forest Lake",-27.6073,152.9577
"Jindalee Boat Ramp Park, Jindalee",Park,"Jindalee Boat Ramp Park, 99 Mt Ommaney Drive, Jindalee",-27.5296,152.929
"Jindalee Municipal Golf Links Park, Jindalee",Park,"Jindalee Municipal Golf Links Park, 60 Yallambee Road, Jindalee",-27.5362,152.9435
"Jindalee Park, Jindalee",Park,"Jindalee Park, 89 Burrendah Road, Jindalee",-27.5301,152.9367
"Jindalee Pool, Jindalee",Swimming pool,"Jindalee Pool, 11 Yallambee Road, Jindalee",-27.5331,152.9428
"Jindalee Recreation Reserve, Jindalee",Park,"Jindalee Recreation Reserve, 77 Curragundi Road, Jindalee",-27.5328,152.9344
"Jindalee Skate Park, Jindalee",General Council venue,"Jindalee Skate Park, 44 Amazons Place, Jindalee",-27.5294858,152.947294
"Joachim Street Park, Holland Park West",Park,"Joachim Street Park, 87 Marshall Road, Holland Park West",-27.5222,153.056
"Jock Hing Park, Sunnybank",Park,"Jock Hing Park, 330 Beenleigh Road, Sunnybank",-27.5799,153.0479
"Joe Bradfield Centre Park, Carina",Park,"Joe Bradfield Centre Park, 28 Nyrang Street, Carina",-27.4919,153.0913
"Joe Foster Park, Camp Hill",Park,"Joe Foster Park, 35 Carranya Street, Camp Hill",-27.4939,153.0698
"John Bright Street Park, Rocklea",Park,"John Bright Street Park, 449 Railway Terrace, Rocklea",-27.5454,153.0172
"John French Memorial Park, Gaythorne",Park,"John French Memorial Park, 23 Nambour Street, Gaythorne",-27.4222,152.9739
"John Henley Park, Robertson",Park,"John Henley Park, 5 Remus Street, Robertson",-27.5677,153.0563
"John Magee Park, Sinnamon Park",Park,"John Magee Park, 50 Condamine Drive, Sinnamon Park",-27.537,152.9595
"John Patterson Park, Chermside",Park,"John Patterson Park, 57 Norman Drive, Chermside",-27.3882,153.0283
"John Sprent Reserve, Moggill",Park,"John Sprent Reserve, 71 Ellerby Road, Moggill",-27.5751,152.8833
"John Stewart Memorial Park, Bald Hills",Park,"John Stewart Memorial Park, 2019 Gympie Road, Bald Hills",-27.3266,153.0089
"John Tucker Park, Everton Park",Park,"John Tucker Park, 7 Holloway Drive, Everton Park",-27.3935,152.9785
"John Wilson Reserve, Pinjarra Hills",Park,"John Wilson Reserve, 52 Glenhurst Road, Pinjarra Hills",-27.554,152.8994
"Johnston Park, Bulimba",Park,"Johnston Park, 24 Johnston Street, Bulimba",-27.4453,153.0579
"Jolly Place Park, South Brisbane",Park,"Jolly Place Park, 53 Grey Street, South Brisbane",-27.4719,153.0167
"Joseph Lee Park, Zillmere",Park,"Joseph Lee Park, 35 Holberton Street, Zillmere",-27.3528,153.0477
Joy Taylor Park,Park,"Joy Taylor Park, 29A Appleyard Crescent, Coopers Plains",-27.569206,153.042772
"Joyce White Park, Morningside",Park,"Joyce White Park, 47 Thynne Road, Morningside",-27.4675,153.0707
"Jubilee Avenue Park, Forest Lake",Park,"Jubilee Avenue Park, 69 Jubilee Avenue, Forest Lake",-27.6271,152.9461
"Jubilee Park, Bardon",Park,"Jubilee Park, 52 Crown Street, Bardon",-27.4524,152.9821
"Judith Court Park, Runcorn",Park,"Judith Court Park, 50 Hollywood Street, Runcorn",-27.5932,153.0793
"Julatten Place Park, Upper Kedron",Park,"Julatten Place Park, 220 Upper Kedron Road, Upper Kedron",-27.4169,152.927
"Julie Road Park, Ellen Grove",Park,"Julie Road Park, 12A Julie Road, Ellen Grove",-27.6141,152.9354
"Jurayelba Place Park, Keperra",Park,"Jurayelba Place Park, 68 Kane Street, Keperra",-27.4077,152.9607
"Jurgens Street Park, Woolloongabba",Park,"Jurgens Street Park, 47 Logan Road, Woolloongabba",-27.4882,153.0373
"Juxgold Place Park, Calamvale",Park,"Juxgold Place Park, 115 Kameruka Street, Calamvale",-27.6264,153.0553
"Kalinga Park, Kalinga",Park,"Kalinga Park, 48 Kalinga Street, Kalinga",-27.4059,153.0511
"Kangaroo Gully Road Park, Bellbowrie",Park,"Kangaroo Gully Road Park, 147 Kangaroo Gully Road, Bellbowrie",-27.5633,152.8771
"Kangaroo Point Cliffs Park, Kangaroo Point",Park,"Kangaroo Point Cliffs Park, 29 River Terrace, Kangaroo Point",-27.4819,153.0317
Kaohsiung Park,Park,"Kaohsiung Park, 26 Highvale Street, Eight Mile Plains",-27.583422,153.08055
Karawatha Forest Park and Discovery Centre,Park,"Karawatha Forest Park and Discovery Centre, 149 Acacia Road, Karawatha",-27.6258,153.0959
"Karawatha Forest South, Drewvale",Park,"Karawatha Forest South, 303 Illaweena Street, Drewvale",-27.6454,153.052
"Karhula Park, Eight Mile Plains",Park,"Karhula Park, 34 Demigre Street, Eight Mile Plains",-27.5851,153.0831
"Karumba Place Park, Riverhills",Park,"Karumba Place Park, 11 Derwent Place, Riverhills",-27.5592,152.903
"Kath Ballard Park, Geebung",Park,"Kath Ballard Park, 55 Copperfield Street, Geebung",-27.371,153.0418
"Keating Park, Indooroopilly",Park,"Keating Park, 60 Stamford Road, Indooroopilly",-27.4994,152.9737
"Keatley Street Park, Bellbowrie",Park,"Keatley Street Park, 2 Raffia Street, Bellbowrie",-27.5625,152.8826
"Keith Payne Park, Stafford",Park,"Keith Payne Park, 38 Buddina Street, Stafford",-27.4097,153.0219
Kelvin Close Park,Park,"Kelvin Close Park, 36 Cressbrook Street, Forest Lake",-27.6047,152.959
"Kelvin Close Park, Forest Lake",Park,"Kelvin Close Park, 36 Cressbrook Street, Forest Lake",-27.6047,152.959
Kelvin Grove Community Garden,"Community Garden,Non-Council venue","Kelvin Grove Community Garden, 48 Blamey Street, Kelvin Grove",-27.4533,153.0151
Kemp Place Park (road reserve),Park,"Kemp Place Park, 2 McLachlan Street, Fortitude Valley",-27.4597,153.0346
"Ken Fletcher Park, Tennyson",Park,"Ken Fletcher Park, 167 King Arthur Terrace, Tennyson",-27.5247,153.0047
"Ken Vanstone Park, Rochedale",Park,"Ken Vanstone Park, 9 Altitude Street, Rochedale",-27.5753,153.1186
"Kengsington Avenue Park, Forest Lake",Park,"Kensington Avenue Park, 23 Kirribilli Crescent, Forest Lake",-27.6294,152.9739
"Kenmore Community Meeting Place, Kenmore Hills",Community Hall,"Kenmore Community Meeting Place, 98 Brookfield Road, Kenmore Hills",-27.5039,152.9317
Kenmore Library,Library,"Kenmore Library, Kenmore Village, 9 Brookfield Road, Kenmore",-27.5069,152.9382
"Kenmore Reserve, Kenmore",Park,"Kenmore Reserve, 1076 Moggill Road, Kenmore",-27.5085,152.9405
"Kenna Street Park, Chermside West",Park,"Kenna Street Park, 51 Kenna Street, Chermside West",-27.3785,153.0104
"Kennewell Park, Indooroopilly",Park,"Kennewell Park , 648 Moggill Road, Indooroopilly",-27.5068,152.9598
"Kensington Place Park, Bridgeman Downs",Park,"Kensington Place Park, 66 Chelsea Crescent, Bridgeman Downs",-27.3566,153.0027
"Kentish Street Park, Mount Gravatt East",Park,"Kentish Street Park, 35 Canterbury Street, Mount Gravatt East",-27.5343,153.0892
"Keong Park, Stafford",Park,"Keong Park, 38 Appleby Road, Stafford",-27.4072,153.0068
"Keperra Picnic Ground Park, Ferny Grove",Park,"Keperra Picnic Ground Park, 1200 Samford Road, Ferny Grove",-27.4094,152.9386
"Keppel Street Park, Boondall",Park,"Keppel Street Park, 37 Keppel Street, Boondall",-27.3443,153.0552
"Keralgerie Park, Morningside",Park,"Keralgerie Park, 191 Richmond Road, Morningside",-27.4735,153.0792
"Kerria Street Park, Bellbowrie",Park,"Kerria Street Park, 31 Kerria Street, Bellbowrie",-27.5593,152.8786
"Kerry Road Park, Archerfield",Park,"Kerry Road Park, 93 Kerry Road, Archerfield, Australia",-27.57,153.0206
"Keryn Place Park, Keperra",Park,"Keryn Place Park, 46 Mungarie Street, Keperra",-27.4209,152.9456
"Kev Hooper Memorial Park, Inala",Park,"Kev Hooper Memorial Park, 167 Lavender Street, Inala",-27.5919,152.973
"Kevin Whitmee Park, Tingalpa",Park,"Kevin Whitmee Park, 27 Roscrea Street, Tingalpa",-27.480857,153.133385
"Kianawah Park, Tingalpa",Park,"Kianawah Park, 1555 Wynnum Road, Tingalpa",-27.4778,153.1248
"Kianawah Road Park (no. 330), Wynnum West",Park,"Kianawah Road Park, 1908 Wynnum Road, Wynnum West",-27.4596,153.1477
"Killarney Street Park, Forest Lake",Park,"Killarney Street Park, 1 Killarney Street, Forest Lake",-27.607003,152.948426
"Kimberly Park, Fitzgibbon",Park,"Kimberly Park, 16 Noosa Street, Fitzgibbon",-27.3386,153.0257
"Kindilan Park, Keperra",Park,"Kindilan Park, 34 Glengarry Road, Keperra",-27.4154,152.9426
"King Edward Park, Brisbane City",Park,"King Edward Park, 224 Turbot Street, Brisbane City",-27.4659,153.024
"King George Square, Brisbane City",Park,"King George Square, 100 Adelaide Street, Brisbane",-27.4684,153.0242
"King Street Park, Kuraby",Park,"King Street Park, 77 King Street, Kuraby",-27.6037,153.1022
"Kingfisher Drive Park, Upper Kedron",Park,"Kingfisher Drive Park, 32 Kingfisher Drive, Upper Kedron",-27.4241,152.9228
Kingfisher Park (East Brisbane),Park,"Kingfisher Park (East Brisbane), 92 Norman Street, East Brisbane",-27.5241,152.9331
"Kingfisher Park, Kenmore",Park,"Kingfisher Park, 160 Gem Road, Kenmore",-27.4909,153.0453
"Kings Park, Keperra",Park,"Kings Park, 72 Cobalt Street, Keperra",-27.4164,152.9426
Kingsford Smith Drive Recreation Hub,General Council venue,"Kingsford Smith Drive Recreation Hub, 402 Kingsford Smith Drive, Hamilton",-27.440011,153.062223
"Kinnen Street Park, Enoggera",Park,"Kinnen Street Park, 165 Pickering Street, Enoggera",-27.4184,152.991
"Kinta Street Park, Kuraby",Park,"Kinta Street Park, 15 Kinta Street, Kuraby",-27.5953,153.1031
"Kirra Street Boat Ramp, Pinkenba",General Council venue,"Kirra Street Boat Ramp, Kirra Street, Pinkenba",-27.4176,153.1386
"Kitchener Park, Wynnum",Park,"Kitchener Park, 20 Bridge Street, Wynnum",-27.4457,153.1671
"Kitto Court Park, Everton Park",Park,"Kitto Court Park, 9 Barrett Place, Everton Park",-27.3914,152.9807
"Kluver Street Lions Park, Bald Hills",Park,"Kluver Street Lions Park, 11 Kluver Street, Bald Hills",-27.3167,153.0132
Koala Park,Park,"Koala Park, 114 Vendale Avenue, Moorooka",-27.5296697,153.0268106
Koala Park Community Garden,Community Garden,"Koala Park, 114 Vendale Avenue, Moorooka",-27.530174,153.028168
Koala Park Park and Community Garden,"Community Garden,Park","Koala Park, 114 Vendale Avenue, Moorooka",-27.5308,153.0286
"Kokoda Park, Gordon Park",Park,"Kokoda Park, 7 Tindal Street, Gordon Park",-27.4218,153.0276
"Kookaburra Circuit Park, Rochedale",Park,"Kookaburra Circuit Park, 30 Kookaburra Circuit, Rochedale",-27.5642576,153.1104282
"Kookaburra Park - West, Karana Downs",Park,"Kookaburra Park - West, 11 Nalya Crescent, Karana Downs",-27.5445,152.8387
"Koola Street Park, Wishart",Park,"Koola Street Park, 459 Broadwater Road, Wishart",-27.5461,153.1056
"Kooringal Street Park, Tingalpa",Park,"Kooringal Street Park, 45 Kooringal Street, Tingalpa",-27.4733,153.1396
"Korea Park, Enoggera",Park,"Korea Park, 111 Pickering Street, Enoggera",-27.4184,152.9925
Kundu Park Community Garden,Park,"Kundu Park Community Garden, Maidstone Street, Kelvin Grove",-27.4531,153.015
"Kundu Park, Kelvin Grove",Park,"Kundu Park, 48 Blamey Street, Kelvin Grove",-27.4531,153.0128
"Kupi Park, Karana Downs",Park,"Kupi Park, 58 Tanderra Way, Karana Downs",-27.5405,152.8233
"Kuranda Street Park, Balmoral",Park,"Kuranda Street Park, 216 Thynne Road, Balmoral",-27.459,153.0701
"Kurilpa Point Park, South Brisbane",Park,"Kurilpa Point Park, 11 Montague Road, South Brisbane",-27.4696,153.0156
"Kuringgai Park, Fitzgibbon",Park,"Kuringgai Park, 14 Mount Kaputar Avenue, Fitzgibbon",-27.3406,153.0266
Kyabra Street Community Garden,"Community Garden,Non-Council venue","Kyabra Street Community Garden, Kyabra Street, Runcorn",-27.6085,153.0703
"Lacey Road Park, Carseldine",Park,"Lacey Road Park, 153 Lacey Road, Carseldine",-27.3372,153.019
"Lagonda Street Park, Annerley",Park,"Lagonda Street Park, 40 Lagonda Street, Annerley",-27.5117,153.028
"Lakewood Avenue Park, Parkinson",Park,"Lakewood Avenue Park, 26 Argyle Place, Parkinson",-27.6347,153.0399
"Lambert McBride Park, Zillmere",Park,"Lambert McBride Park, 52 Muller Road, Zillmere",-27.3581,153.0509
"Lancewood Place Park, Moggill",Park,"Lancewood Place Park, 24 Lancewood Place, Moggill",-27.5665,152.868
"Lang Street Park, Sunnybank Hills",Park,"Lang Street Park, 27 Lang Street, Sunnybank Hills",-27.5845,153.0477
"Langlands Park Memorial Pool, Greenslopes",Swimming pool,"Langlands Park Memorial Pool, 5 Panitya Street, Greenslopes",-27.4965,153.0493
"Langlands Park Memorial Pool, Stones Corner",Swimming pool,"Langlands Park Memorial Pool, 5 Panitya Street, Stones Corner",-27.4979508,153.0469887
"Langlands Park, Greenslopes",Park,"Langlands Park, 31 Panitya Street, Greenslopes",-27.4985,153.0487
"Langlands Park, Stones Corner",Park,"Langlands Park, 31 Panitya Street, Stones Corner",-27.49646209,153.049258
"Langley Avenue Park, Wilston",Park,"Langley Avenue Park, 72 Murray Street, Wilston",-27.44,153.0181
"Lanham Park, Grange",Park,"Lanham Park, 75 Sellheim Street, Grange",-27.425,153.0178
"Lansvale Street Park, Mitchelton",Park,"Lansvale Street Park, 16 Lansvale Street, Mitchelton",-27.4012,152.9768
"Lapford Park, Drewvale",Park,"Lapford Park, 15 Lapford Circuit, Drewvale",-27.6515,153.0497
"Lather Road Park, Bellbowrie",Park,"Lather Road Park, 134 Lather Road, Bellbowrie",-27.553,152.9026
"Laurel Oak Park, Algester",Park,"Laurel Oak Park, 454 Algester Road, Algester",-27.6233,153.0318
"Lavarack Park, Camp Hill",Park,"Lavarack Park, 29 Aubrey Street, Camp Hill",-27.4898,153.0838
"Lawrence Close Park, Robertson",Park,"Lawrence Close Park, 19 Lawrence Close, Robertson",-27.562,153.0511
"Lawson Street Park, Oxley",Park,"Lawson Street Park, 1052 Oxley Road, Oxley",-27.557,152.9794
Leacroft Road Park,Park,"Leacroft Road Park, 270 Leacroft Road, Burbank",-27.5712,153.1716
"Leckmy Street Park, Ferny Grove",Park,"Leckmy Street Park, 2 Mullacor Street, Ferny Grove",-27.399,152.9279
"Leicester Street Park, Coorparoo",Park,"Leicester Street Park, 114 Leicester Street, Coorparoo",-27.4968,153.0671
"Len Trezona Park, Zillmere",Park,"Len Trezona Park, 103 Murphy Road, Zillmere",-27.3635,153.0369
Leonard Street Park,Park,"Leonard Street Park, 30 Annie Street, Woolloongabba",-27.493692,153.04586
"Leos Park, Ashgrove",Park,"Leos Park, 20 Dixon Street, Ashgrove",-27.4386,152.9902
"Les Atkinson Park, Sunnybank",Park,"Les Atkinson Park, 430 Beenleigh Road, Sunnybank",-27.582,153.0546
"Lewis Place Park, Manly West",Park,"Lewis Place Park, 4D Lewis Place, Manly West",-27.4659,153.1562
"Lex Ord Park, Taringa",Park,"Lex Ord Park, 224 Indooroopilly Road, Taringa",-27.5013,152.9915
"Lexus Street Park, Runcorn",Park,"Lexus Street Park, 18 Lexus Street, Runcorn",-27.6006,153.0747
"Leyshon Park, Yeronga",Park,"Leyshon Park, 230 Brisbane Corso, Yeronga",-27.5082,153.0163
"Lillian Avenue Park, Salisbury",Park,"Lillian Avenue Park, 309 Lillian Avenue, Salisbury",-27.556,153.038
"Lindsay Evans Memorial Park, Runcorn",Park,"Lindsay Evans Memorial Park, 21 Celica Street, Runcorn",-27.6016,153.0756
Lions Park,Park,"Lions Park, Birkin Road, Bellbowrie",-27.5626,152.8925
"Liquidamber Place Park, Stretton",Park,"Liquidamber Place Park, 24 Liquidamber Place, Stretton",-27.6202,153.0647
Little Bayside Park (road reserve),Park,"Little Bayside Park, 42 Fairlead Crescent, Manly",-27.4524,153.1869
"Livesay Road Park, Bellbowrie",Park,"Livesay Road Park, 3298 Moggill Road, Bellbowrie",-27.568,152.8845
"Lockrose Street Park, Mitchelton",Park,"Lockrose Street Park, 10 Pibbin Close, Mitchelton",-27.4148,152.9661
"Lone Pine Park, Fig Tree Pocket",Park,"Lone Pine Park, 642 Jesmond Road, Fig Tree Pocket",-27.5306,152.9693
"Lorikeet Park (Algester), Algester",Park,"Lorikeet Park (Algester), 45 Woodland Street, Algester",-27.604044,153.041737
"Lorikeet Park, Mount Ommaney",Park,"Lorikeet Park, 158 Dandenong Road, Mount Ommaney",-27.5491,152.934
"Lota Camping Reserve, Lota",Park,"Lota Camping Reserve, 710 Esplanade, Lota",-27.4657,153.1922
"Lota Creek Reserve, Lota",Park,"Lota Creek Reserve, 58 Beltana Street, Lota",-27.4727,153.1886
Lota Esplanade Park,Park,"Lota Esplanade Park, Booran Street, Lota",-27.4736,153.193
"Lota Point Park (road reserve), Lota",Park,"Lota Point Park, 827 Esplanade, Lota",-27.4738,153.1926
"Love Street Park, Bulimba",Park,"Love Street Park, 76 Love Street, Bulimba",-27.4543,153.0555
"Lucock Place Park, Oxley",Park,"Lucock Place Park, 16 Stephenson Street, Oxley",-27.5605,152.9707
"Lugg Street Park, Red Hill",Park,"Lugg Street Park, 99 Lugg Street, Red Hill",-27.449,152.9922
"Lutwyche Cemetery, Kedron",General Council venue,"Lutwyche Cemetery, 418 Gympie Road, Kedron",-27.4004,153.0308
Luxworth Place (road reserve),Park,"Luxworth Place, 135 Beaudesert Road, Moorooka",-27.532,153.0239
"Lynelle Street Park (Lot 300), Sunnybank Hills",Park,"Lynelle Street Park (Lot 300), 49 Lynelle Street, Sunnybank Hills",-27.6022,153.0507
"Lyons Playground Park, Highgate Hill","Community Garden,Park","Lyons Playground Park, 25 Paradise Street, Highgate Hill",-27.4889,153.0127
"Lytton Road Park, Morningside",Park,"Lytton Road Park, 202 Lytton Road, Morningside",-27.4527,153.0728
"M.Z. Holland Memorial Park, Wacol",Park,"M.Z. Holland Memorial Park, 57 Monterey Street, Wacol",-27.5925,152.922
"Macaranga Crescent Park, Carseldine",Park,"Macaranga Crescent Park, 1779 Gympie Road, Carseldine",-27.3398,153.0131
"Mackenzie Park, Mackenzie",Park,"Mackenzie Park, 9 Rembrandt Way, Mackenzie",-27.54247099,153.1257908
Mackenzie Place Park,Park,"Mackenzie Place Park, 59 Aubigny Street, Annerley",-27.5233,153.0289
"Macleay Crescent Park, Tingalpa",Park,"Macleay Crescent Park, 68 Macleay Crescent, Tingalpa",-27.4724,153.1445
"Macquarie Way Park (no.123), Drewvale",Park,"Macquarie Way Park (no.123), 123 Macquarie Way, Drewvale",-27.6529,153.0571
"Mactier Street Park, Fig Tree Pocket",Park,"Mactier Street Park, 745 Fig Tree Pocket Road, Fig Tree Pocket",-27.5361,152.9635
"Maggs Street Park, Wavell Heights",Park,"Maggs Street Park, Taylor Street, Wavell Heights",-27.3962,153.039
Maida Lilley Community Centre,Community Hall,"Maida Lilley Community Centre, 5 Green Square Close, Fortitude Valley",-27.454485,153.034809
"Maidstone Street Park, Kelvin Grove",Park,"Maidstone Street Park, 9 Maidstone Street, Kelvin Grove",-27.4546,153.0157
"Main Auditorium, Brisbane City Hall",Library,"Brisbane City Hall, 64 Adelaide Street, Brisbane",-27.4691,153.0241
"Main Avenue Park, Wavell Heights",Park,"Main Avenue Park, 49 Main Avenue, Wavell Heights",-27.3842,153.0505
"Maisie Dixon Park, Eight Mile Plains",Park,"Maisie Dixon Park, 46 Nardie Street, Eight Mile Plains",-27.5682,153.101
"Majestic Park, Coorparoo",Park,"Majestic Park, 62 Park Street, Coorparoo",-27.5083,153.0673
"Malaga Street Park, McDowall",Park,"Malaga Street Park, 71 Malaga Street, McDowall",-27.3897,152.9872
"Mango Street Park, Runcorn",Park,"Mango Street Park, 14 Mango Street, Runcorn",-27.5954,153.0811
"Manly Pool, Manly",Swimming pool,"Manly Pool, 1 Fairlead Crescent, Manly",-27.4535,153.1875
"Manly Road Park (No.880), Wakerley",Park,"Manly Road Park (No.880), 880 Manly Road, Wakerley",-27.4763,153.1453
Manly West mobile library,Mobile library,"Manly West mobile library, Mayfair Village Shopping Centre, Manly Road, Manly West",-27.4743,153.1554
"Mann Park, Windsor",Park,"Mann Park, Byrne Street Street, Windsor",-27.4413,153.033
Mansfield Park,Park,"Mansfield Park, 1 Gilgandra Street, Indooroopilly",-27.5083,152.9869
"Mansfield Park, Indooroopilly",Park,"Mansfield Park, 1 Gilgandra Street, Indooroopilly",-27.508393,152.987127
"Marathon Street Park, Aspley",Park,"Marathon Street Park, 36 Marathon Street, Aspley",-27.371354,153.034934
"Marchant Park, Aspley",Park,"Marchant Park, 1105 Gympie Road, Aspley",-27.3755,153.0298
"Markham Street Park, Darra",Park,"Markham Street Park, 5 Kokoda Street, Darra",-27.5747,152.9427
"Marminde Street Park, Chapel Hill",Park,"Marminde Street Park, 71 Marminde Street, Chapel Hill",-27.4928,152.948
"Marmindie Street Park, Chapel Hill",Park,"Marmindie Street Park, 71 Marminde Street, Chapel Hill",-27.49305145,152.9479971
"Marnham Street Park, Acacia Ridge",Park,"Marnham Street Park, 45 Marnham Street, Acacia Ridge",-27.595,153.0254
"Marshall Park, Kelvin Grove",Park,"Marshall Park, 140A Kelvin Grove Road, Kelvin Grove",-27.4533,153.0114
"Martindale Street Park, Chermside West",Park,"Martindale Street Park, 95 Stringybark Drive, Chermside West",-27.3753,153.0046
"Mary Chayter Park, Tarragindi",Park,"Mary Chayter Park, 76 Tennessee Avenue, Tarragindi",-27.5251,153.034
"Matisse Street Park, Carseldine",Park,"Matisse Street Park, 26 Matisse Street, Carseldine",-27.3452,153.0205
"Matthew Gardiner Park, Carseldine",Park,"Matthew Gardiner Park, 9 Denver Road, Carseldine",-27.3507,153.0202
"Mauritius Parade Park, Forest Lake",Park,"Mauritius Parade Park, 26 Mauritus Parade, Forest Lake",-27.6232,152.9682
"Mayfield Gardens, Moorooka",Park,"Mayfield Gardens, 311 Tarragindi Road, Moorooka",-27.5336,153.0323
"Maynard Place Park, Runcorn",Park,"Maynard Place Park, 20 Maynard Place, Runcorn",-27.6062,153.0716
"McCaskill Road Park, Pullenvale",Park,"McCaskill Road Park, 16 McCaskill Road, Pullenvale",-27.4539,153.012
"McConaghy Street Park (nos. 171-235), Mitchelton",Park,"McConaghy Street Park (nos. 171-235), 171 McConaghy Street, Mitchelton",-27.4035,152.9773
