Trading Name,Outlet Name,Website,Outlet Address,Outlet Suburb,Outlet Postcode,Telephone Number,Online Mail Order Flag,Australia Wide Flag,Overseas Flag,Senior Scheme Flag,Carer Scheme Flag,Business Category,Discount,Latitude,Longitude
Strandbags,Strandbags,www.strandbags.com.au,Nathan Plaza Shp Cnt,NAMBOUR,4560,(07) 5476 0949,No,Yes,No,Yes,No,Fashion Accessories,10% off original marked price of any item.,-26.625756,152.9613
Strandbags,Strandbags,www.strandbags.com.au,Nathan Plaza Shp Cnt,NAMBOUR,4560,(07) 5476 0949,No,Yes,No,Yes,No,Travel Goods,10% off original marked price of any item.,-26.625756,152.9613
Strandbags,Strandbags,www.strandbags.com.au,Westfield Shp Cnt,NORTH LAKES,4509,(07) 3482 3548,No,Yes,No,Yes,No,Fashion Accessories,10% off original marked price of any item.,-27.242129,153.016581
Strandbags,Strandbags,www.strandbags.com.au,Westfield Shp Cnt,NORTH LAKES,4509,(07) 3482 3548,No,Yes,No,Yes,No,Travel Goods,10% off original marked price of any item.,-27.242129,153.016581
Strandbags,Strandbags,www.strandbags.com.au,Stockland Shp Cnt,NTH ROCKHAMPTON,4701,(07) 4921 2284,No,Yes,No,Yes,No,Fashion Accessories,10% off original marked price of any item.,-23.348178,150.522748
Strandbags,Strandbags,www.strandbags.com.au,Stockland Shp Cnt,NTH ROCKHAMPTON,4701,(07) 4921 2284,No,Yes,No,Yes,No,Travel Goods,10% off original marked price of any item.,-23.348178,150.522748
Strandbags,Strandbags,www.strandbags.com.au,Robina Town Cnt,ROBINA,4226,(07) 5578 7966,No,Yes,No,Yes,No,Fashion Accessories,10% off original marked price of any item.,-28.081601,153.381882
Strandbags,Strandbags,www.strandbags.com.au,Robina Town Cnt,ROBINA,4226,(07) 5578 7966,No,Yes,No,Yes,No,Travel Goods,10% off original marked price of any item.,-28.081601,153.381882
Strandbags,Strandbags,www.strandbags.com.au,City Centre Plaza Shp Cnt,ROCKHAMPTON,4700,(07) 4922 8960,No,Yes,No,Yes,No,Fashion Accessories,10% off original marked price of any item.,-23.376812,150.509909
Strandbags,Strandbags,www.strandbags.com.au,City Centre Plaza Shp Cnt,ROCKHAMPTON,4700,(07) 4922 8960,No,Yes,No,Yes,No,Travel Goods,10% off original marked price of any item.,-23.376812,150.509909
Strandbags,Strandbags,www.strandbags.com.au,Runaway Bay Shp Vlg,RUNAWAY BAY,4216,(07) 5529 0666,No,Yes,No,Yes,No,Fashion Accessories,10% off original marked price of any item.,-27.910916,153.403703
Strandbags,Strandbags,www.strandbags.com.au,Runaway Bay Shp Vlg,RUNAWAY BAY,4216,(07) 5529 0666,No,Yes,No,Yes,No,Travel Goods,10% off original marked price of any item.,-27.910916,153.403703
Strandbags,Strandbags,www.strandbags.com.au,Smithfield Shp Cnt,SMITHFIELD,4878,(07) 4038 2988,No,Yes,No,Yes,No,Fashion Accessories,10% off original marked price of any item.,-16.838087,145.689297
Strandbags,Strandbags,www.strandbags.com.au,Smithfield Shp Cnt,SMITHFIELD,4878,(07) 4038 2988,No,Yes,No,Yes,No,Travel Goods,10% off original marked price of any item.,-16.838087,145.689297
Strandbags,Strandbags,www.strandbags.com.au,Australia Fair Shp Cnt,SOUTHPORT,4215,(07) 5571 2014,No,Yes,No,Yes,No,Fashion Accessories,10% off original marked price of any item.,-27.963654,153.41424
Strandbags,Strandbags,www.strandbags.com.au,Australia Fair Shp Cnt,SOUTHPORT,4215,(07) 5571 2014,No,Yes,No,Yes,No,Travel Goods,10% off original marked price of any item.,-27.963654,153.41424
Strandbags,Strandbags,www.strandbags.com.au,Orion Town Cnt,SPRINGFIELD LAKES,4300,(07) 3470 0260,No,Yes,No,Yes,No,Fashion Accessories,10% off original marked price of any item.,-27.645141,152.914619
Strandbags,Strandbags,www.strandbags.com.au,Orion Town Cnt,SPRINGFIELD LAKES,4300,(07) 3470 0260,No,Yes,No,Yes,No,Travel Goods,10% off original marked price of any item.,-27.645141,152.914619
Strandbags,Strandbags,www.strandbags.com.au,Westfield Shp Cnt,STRATHPINE,4500,(07) 3205 6207,No,Yes,No,Yes,No,Fashion Accessories,10% off original marked price of any item.,-27.306786,152.993389
Strandbags,Strandbags,www.strandbags.com.au,Westfield Shp Cnt,STRATHPINE,4500,(07) 3205 6207,No,Yes,No,Yes,No,Travel Goods,10% off original marked price of any item.,-27.306786,152.993389
Strandbags,Strandbags,www.strandbags.com.au,Centro Shp Cnt,SURFERS PARADISE,4217,(07) 5538 0322,No,Yes,No,Yes,No,Fashion Accessories,10% off original marked price of any item.,-28.002304,153.43009
Strandbags,Strandbags,www.strandbags.com.au,Centro Shp Cnt,SURFERS PARADISE,4217,(07) 5538 0322,No,Yes,No,Yes,No,Travel Goods,10% off original marked price of any item.,-28.002304,153.43009
Strandbags,Strandbags,www.strandbags.com.au,Centro Shp Cnt,TAIGUM,4018,(07) 3216 5993,No,Yes,No,Yes,No,Fashion Accessories,10% off original marked price of any item.,-27.351008,153.046516
Strandbags,Strandbags,www.strandbags.com.au,Centro Shp Cnt,TAIGUM,4018,(07) 3216 5993,No,Yes,No,Yes,No,Travel Goods,10% off original marked price of any item.,-27.351008,153.046516
Strandbags,Strandbags,www.strandbags.com.au,Centro Shp Cnt,TOOMBUL,4012,(07) 3266 1088,No,Yes,No,Yes,No,Fashion Accessories,10% off original marked price of any item.,-27.409088,153.061513
Strandbags,Strandbags,www.strandbags.com.au,Centro Shp Cnt,TOOMBUL,4012,(07) 3266 1088,No,Yes,No,Yes,No,Travel Goods,10% off original marked price of any item.,-27.409088,153.061513
Strandbags,Strandbags,www.strandbags.com.au,Clifford Gardens Shp Cnt,TOOWOOMBA,4350,(07) 4634 6979,No,Yes,No,Yes,No,Fashion Accessories,10% off original marked price of any item.,-27.564892,151.932407
Strandbags,Strandbags,www.strandbags.com.au,Clifford Gardens Shp Cnt,TOOWOOMBA,4350,(07) 4634 6979,No,Yes,No,Yes,No,Travel Goods,10% off original marked price of any item.,-27.564892,151.932407
Strandbags,Strandbags,www.strandbags.com.au,Grand Central Shp Cnt,TOOWOOMBA,4350,(07) 4639 6311,No,Yes,No,Yes,No,Fashion Accessories,10% off original marked price of any item.,-27.56264,151.949366
Strandbags,Strandbags,www.strandbags.com.au,Grand Central Shp Cnt,TOOWOOMBA,4350,(07) 4639 6311,No,Yes,No,Yes,No,Travel Goods,10% off original marked price of any item.,-27.56264,151.949366
Strandbags,Strandbags,www.strandbags.com.au,Castletown Shpworld,TOWNSVILLE,4810,(07) 4721 2116,No,Yes,No,Yes,No,Fashion Accessories,10% off original marked price of any item.,-19.26902,146.792355
Strandbags,Strandbags,www.strandbags.com.au,Castletown Shpworld,TOWNSVILLE,4810,(07) 4721 2116,No,Yes,No,Yes,No,Travel Goods,10% off original marked price of any item.,-19.26902,146.792355
Strandbags,Strandbags,www.strandbags.com.au,Westfield Garden City Shp Cnt,UPPER MT GRAVATT,4122,(07) 3349 9677,No,Yes,No,Yes,No,Fashion Accessories,10% off original marked price of any item.,-27.56305,153.082779
Strandbags,Strandbags,www.strandbags.com.au,Westfield Garden City Shp Cnt,UPPER MT GRAVATT,4122,(07) 3349 9677,No,Yes,No,Yes,No,Travel Goods,10% off original marked price of any item.,-27.56305,153.082779
Strandbags,Strandbags,www.strandbags.com.au,DFO Cairns - Mulgrave Rd,WESTCOURT,4870,(07) 4031 0004,No,Yes,No,Yes,No,Fashion Accessories,10% off original marked price of any item.,-16.933855,145.756052
Strandbags,Strandbags,www.strandbags.com.au,DFO Cairns - Mulgrave Rd,WESTCOURT,4870,(07) 4031 0004,No,Yes,No,Yes,No,Travel Goods,10% off original marked price of any item.,-16.933855,145.756052
Strandbags,Strandbags,www.strandbags.com.au,Wynnum Plaza Shp Cnt,WYNNUM WEST,4178,(07) 3348 4395,No,Yes,No,Yes,No,Fashion Accessories,10% off original marked price of any item.,-27.457217,153.155268
Strandbags,Strandbags,www.strandbags.com.au,Wynnum Plaza Shp Cnt,WYNNUM WEST,4178,(07) 3348 4395,No,Yes,No,Yes,No,Travel Goods,10% off original marked price of any item.,-27.457217,153.155268
Strandbags,Strandbags,www.strandbags.com.au,Yeppoon Central Shp Cnt,YEPPOON,4703,(07) 4930 2953,No,Yes,No,Yes,No,Fashion Accessories,10% off original marked price of any item.,-23.131535,150.736122
Strandbags,Strandbags,www.strandbags.com.au,Yeppoon Central Shp Cnt,YEPPOON,4703,(07) 4930 2953,No,Yes,No,Yes,No,Travel Goods,10% off original marked price of any item.,-23.131535,150.736122
Strathpine Dental Centre,Strathpine Dental Centre,www.strathpinedentalcentre.com.au,497 Gympie Rd,STRATHPINE,4500,(07) 3205 2444,No,No,No,Yes,Yes,Dentists,10% Discount Wednesdays and Fridays between 10am - 3pm,-27.3,152.988449
Strathpine Hyperbowl,Strathpine Hyperbowl,www.hyperbowl.com.au,Westfield Shp Cnt,STRATHPINE,4500,(07) 3205 4033,No,Yes,Yes,Yes,Yes,Sports and Recreation,Cardholders at child prices.,-27.306786,152.993389
Strayban International,Strayban International,www.shuroo.com,64 Chermside Rd,NEWTOWN,4305,1800 671 759,No,Yes,Yes,Yes,Yes,Parts and Accessories,5% discount on Shuroo.,-27.618558,152.770904
Strictly Formal Suit Hire,Strictly Formal Suit Hire,www.strictlyformal.com.au,47 Castlemaine St,MILTON,4064,(07) 3876 2007,No,Yes,No,Yes,Yes,Clothing - Formal and Costume Hire,10% off any suit hire.,-27.464442,153.008308
Strut Regas,Strut Regas,www.prsr.com.au,U25  39 Aerodrome Rd,CABOOLTURE,4510,(07) 5428 1006,No,Yes,No,Yes,Yes,"Camper Trailers, Caravans and Motorhomes",10% discount on new struts or re-gassing of struts.,-27.082326,152.981735
Strut Regas,Strut Regas,www.prsr.com.au,U25  39 Aerodrome Rd,CABOOLTURE,4510,(07) 5428 1006,No,Yes,No,Yes,Yes,Gas Struts,10% discount on new struts or re-gassing of struts.,-27.082326,152.981735
Struts-N-Stuff,Struts-N-Stuff,www.strutsnstuff.com.au,U 18  11 Gardener Ct,TOOWOOMBA,4350,(07) 4633 1788,No,Yes,No,Yes,Yes,Gas Struts,10% off struts and fabrication hardware in stock.,-27.547196,151.904375
Stuart Macfarlane Optometrist,Stuart Macfarlane Optometrist,www.macfarlaneoptometrist.com.au,Shop 78  Logan City Centre,LOGAN CENTRAL,4114,(07) 3299 3699,No,Yes,No,Yes,No,Optometrists and Optical Dispensers,10% discount on all frames and lenses.,-27.643832,153.107178
Stuart Suit Specialist,Stuart Suit Specialist,www.stuart-suits.com.au,231 George St,BRISBANE,4000,(07) 3221 1794,No,Yes,No,Yes,Yes,Clothing,10% off all clothing and footwear. Excludes sale items.,-27.470598,153.023468
Stuart Suit Specialist,Stuart Suit Specialist,www.stuart-suits.com.au,231 George St,BRISBANE,4000,(07) 3221 1794,No,Yes,No,Yes,Yes,Footwear,10% off all clothing and footwear. Excludes sale items.,-27.470598,153.023468
Styro Products,STYRO PRODUCTS,www.styro-products-gympie.com.au,1808 Harvey Siding Rd,CURRA,4570,(07) 5483 1513,No,Yes,No,Yes,No,Packaging Products and Services,5% off boxes for private use. 15% off polystyrene sheeting,-26.061571,152.587667
Subway,Subway,www.subway.com.au,cnr Brisbane/Station Rds,BOOVAL,4304,(07) 3812 0200,No,Yes,No,Yes,Yes,Takeaway,10% off Subway sandwiches.,-27.61436,152.790848
Subway,Subway,www.subway.com.au,170 Adelaide St,BRISBANE,4000,(07) 3229 9995,No,Yes,No,Yes,Yes,Takeaway,10% off any sandwich purchase.,-27.467564,153.025846
Subway,Subway,www.subway.com.au,344 Queen St,BRISBANE,4000,(07) 3229 9919,No,Yes,No,Yes,Yes,Takeaway,10% off any sandwich purchase.,-27.466378,153.028973
Subway,Subway,www.subway.com.au,300 Queen St - Food Court,BRISBANE,4000,(07) 3221 4443,No,Yes,No,Yes,Yes,Takeaway,10% off any sandwich purchase.,-27.46715,153.027832
Subway ,Subway,www.subway.com.au,Central Lakes Shp Cnt,CABOOLTURE,4510,(07) 5495 7304,No,Yes,Yes,Yes,Yes,Takeaway,"10% discount on sandwiches, salads and wraps.",-27.078534,152.964977
Subway ,Subway,www.subway.com.au,cnr Aerodrome Rd/Lear Jet Dr,CABOOLTURE,4510,(07) 5495 8900,No,Yes,Yes,Yes,Yes,Takeaway,"10% discount on sandwiches, salads and wraps.",-27.062378,152.974961
Subway,Subway,www.subway.com.au,Kmart Plaza Shp Cnt,CANNON HILL,4170,(07) 3399 6066,No,Yes,No,Yes,Yes,Takeaway,10% off Subway sandwiches.,-27.47083,153.097802
Subway ,Subway,www.subway.com.au,Deception Bay Shp Cnt,DECEPTION BAY,4508,(07) 3293 2220,No,Yes,Yes,Yes,Yes,Takeaway,"10% discount on sandwiches, salads and wraps.",-27.194284,153.029133
Subway,Subway,www.subway.com.au,Forest Lake Blvd,FOREST LAKE,4078,(07) 3879 7939,No,Yes,No,Yes,Yes,Takeaway,10% off Subway sandwiches.,-27.611086,152.96015
Subway ,Subway,www.subway.com.au,cnr Anzac Ave/The Crescent,KALLANGUR,4503,(07) 3886 0305,No,Yes,Yes,Yes,Yes,Takeaway,"10% discount on sandwiches, salads and wraps.",-27.248109,152.992315
Subway ,Subway,www.subway.com.au,56 Flinders Pde,NORTH LAKES,4509,(07) 3491 7576,No,Yes,Yes,Yes,Yes,Takeaway,"10% discount on sandwiches, salads and wraps.",-27.221242,152.999914
Subway ,Subway,www.subway.com.au,cnr Anzac Ave/Bremner Rd,ROTHWELL,4022,(07) 3293 2511,No,Yes,Yes,Yes,Yes,Takeaway,"10% discount on sandwiches, salads and wraps.",-27.211358,153.055018
Subway ,Subway,www.subway.com.au,Northern Beaches Central - Mackay-Bucasia Rd,RURAL VIEW,4740,(07) 4954 7333,No,Yes,No,Yes,Yes,Takeaway,10% discount.,-21.060352,149.159098
Subway,Subway,www.subway.com.au,Westfield Garden City Shp Cnt - Upper Food Court,UPPER MT GRAVATT,4122,(07) 3420 0666,No,Yes,No,Yes,Yes,Takeaway,10% off Subway sandwiches.,-27.56305,153.082779
Subway ,Subway ,www.subway.com.au,26 Evans Ave,NORTH MACKAY,4740,(07) 4951 4567,No,Yes,No,Yes,Yes,Takeaway,10% discount.,-21.125729,149.189025
Subway ,Subway ,www.subway.com.au,Fourways Plaza - Nebo Rd,WEST MACKAY,4740,(07) 4957 2620,No,Yes,No,Yes,Yes,Takeaway,10% discount.,-21.164414,149.155722
Subway ,Subway Beenleigh,www.subway.com,73 Main St,BEENLEIGH,4207,(07) 3807 8688,No,Yes,Yes,Yes,No,Takeaway,10% discount for seniors.,-27.718895,153.203986
Subway ,Subway Broadbeach,www.subway.com,2717 Gold Coast Hwy,BROADBEACH,4218,(07) 5531 6605,No,Yes,Yes,Yes,No,Takeaway,10% discount for seniors.,-28.028179,153.430331
Subway ,Subway Burleigh Waters,www.subway.com,U 4  3 Classic Way,BURLEIGH WATERS,4220,(07) 5593 8616,No,Yes,Yes,Yes,No,Takeaway,10% discount for seniors.,-28.100568,153.42395
Subway Caloundra,Subway Caloundra,www.subway.com.au,79 Bulcock St,CALOUNDRA,4551,(07) 5491 3122,No,Yes,No,Yes,Yes,Takeaway,10% discount on all subs excluding specials.,-26.804329,153.130127
Subway Dalby,Subway Dalby,www.subway.com.au,Dalby Shp World,DALBY,4405,(07) 4669 6544,No,Yes,No,Yes,Yes,Takeaway,10% discount on presentation of card.,-27.18578,151.260594
Subway ,Subway Elysium Rd,www.subway.com,2 Elysium Rd (Exit 75 Service Centre),CARRARA,4211,(07) 5522 7607,No,Yes,Yes,Yes,No,Takeaway,10% discount for seniors.,-28.033262,153.355295
Subway Fernvale,subway fernvale,www.subway.com.au,"Fernvale Village, Brisbane Valley Way",FERNVALE,4306,(07) 5426 7700,No,Yes,No,Yes,No,Takeaway,10% discount.,-27.46758,152.644954
Subway,Subway Garden City,www.subway.com.au,Westfield Garden City Shp Cnt - Lower Food Court,UPPER MT GRAVATT,4122,(07) 3420 4814,No,Yes,No,Yes,Yes,Takeaway,10% off Subway sandwiches.,-27.56305,153.082779
Subway ,Subway Group Mackay,www.subway.com.au,Shop 6  8-14 Centurion Dr,PAGET,4740,(07) 4952 6232,No,Yes,No,Yes,Yes,Takeaway,10% discount.,-21.169334,149.15391
Subway ,Subway Holmview,www.subway.com,"Shop 15  Holmview Central, 318 Logan River Rd",HOLMVIEW,4207,(07) 3382 0558,No,Yes,Yes,Yes,No,Takeaway,10% discount for seniors.,-27.720876,153.177094
Subway Mooloolaba,Subway Mooloolaba,www.subway.com.au,Shop 10 Tarcoola Ave,MOOLOOLABA,4557,(07) 5444 0511,No,Yes,No,Yes,No,Takeaway,10% discount throughout the store at all times.,-26.682968,153.115427
Subway,Subway Nerang,www.subway.com.au,Shop 11  23 Price St,NERANG,4211,(07) 5596 4801,No,Yes,No,Yes,No,Takeaway,"10% discount on all sandwiches, salads and wraps.",-27.989462,153.335885
Subway,Subway Post Office Square,www.subway.com.au,Post Office Square - Queen St,BRISBANE,4000,(07) 3211 7337,No,Yes,No,Yes,Yes,Takeaway,10% off any sandwich purchase.,-27.471334,153.022713
Subway Raintrees,Subway Raintrees,www.subway.com.au,Raintrees Shp Cnt,MANUNDA,4870,(07) 4032 4047,No,Yes,No,Yes,No,Takeaway,"10% discount on all subs, salads and wraps.",-16.927049,145.740973
Subway,Subway Richlands,www.subway.com.au,Progress Corner,RICHLANDS,4077,(07) 3271 2197,No,Yes,No,Yes,Yes,Takeaway,10% off Subway sandwiches.,-27.599172,152.946948
Subway,Subway Spring Hill Marketplace,www.subway.com.au,Spring Hill Marketplace - Turbot St,SPRING HILL,4000,(07) 3831 2333,No,Yes,No,Yes,Yes,Takeaway,10% off any sandwich purchase.,-27.462949,153.028897
Subway Springwood,Subway Springwood,(blank),1060 Rochedale Rd,SPRINGWOOD,4127,(07) 3808 5757,No,Yes,No,Yes,No,Takeaway,10% discount on food items. Excluding drinks.,-27.611642,153.123304
Subway Underwood - BP,Subway Underwood - BP,www.subway.com.au,Shop A  2806 Logan Rd,UNDERWOOD,4119,(07) 3341 9225,No,Yes,No,Yes,Yes,Takeaway,Receive 10% off all food. Conditions apply.,-27.597343,153.109381
Subway,Subway Wharf Central,www.subway.com.au,Wharf Central - Wharf St,BRISBANE,4000,(07) 3211 8005,No,Yes,No,Yes,Yes,Takeaway,10% off any sandwich purchase.,-27.464527,153.02874
Subway ,Subway Worongary,www.subway.com,Shop 17  1 Mudgeeraba Rd,WORONGARY,4213,(07) 5559 2922,No,Yes,Yes,Yes,No,Takeaway,10% discount for seniors.,-28.048688,153.35421
TOTAL Real Estate Property,Sue Seivers T/as TOTAL Real Estate Property,www.totalrealestate.com.au,1263 Anzac Ave,KALLANGUR,4503,(07) 3889 1777,No,Yes,Yes,Yes,Yes,Real Estate Agencies and Property Managers,Total Free marketing.  Please call for details *Conditions Apply*,-27.254711,152.983037
Sugarland Car Rentals,Sugarland Car Rentals,www.sugarland.com.au,252 Sheridan St,CAIRNS,4870,(07) 4052 1300,No,Yes,No,Yes,Yes,Car Hire,10% off brochure rate when booking car or minibus hire.,-16.910332,145.762925
Sugarland Car Rentals,Sugarland Car Rentals,www.sugarland.com.au,252 Sheridan St,CAIRNS,4870,(07) 4052 1300,No,Yes,No,Yes,Yes,Car Rental Services,10% off brochure rate when booking car or minibus hire.,-16.910332,145.762925
Sugarland Car Rentals,Sugarland Car Rentals,www.sugarland.com.au,30 Wongaling Beach Rd,MISSION BEACH,4852,(07) 4068 8272,No,Yes,No,Yes,Yes,Car Hire,10% off brochure rate when booking car or minibus hire.,-17.896694,146.092201
Sugarland Car Rentals,Sugarland Car Rentals,www.sugarland.com.au,30 Wongaling Beach Rd,MISSION BEACH,4852,(07) 4068 8272,No,Yes,No,Yes,Yes,Car Rental Services,10% off brochure rate when booking car or minibus hire.,-17.896694,146.092201
Sugarland Tavern,Sugarland Tavern,www.sugarlandtavern.com.au,52 Johnston St,AVOCA,4670,(07) 4150 5999,No,Yes,Yes,Yes,No,Restaurants and Dining Out,10% discount on all meals. Conditions apply.,-24.885093,152.318514
Sullys Auto,Sullys Auto,https://sullyscarairconditioning.com.au,Mobile Business,(blank),4270,0401 343 071,No,Yes,No,Yes,No,Air Conditioning,10% discount for minor repairs and servicing.  Up to 20% discount on competitors written quote for major repairs and servicing or 20% discount on RRP.,-27.870758,153.134683
Summit Restaurant and Kuta Cafe & Gift Shop,Summit Restaurant & Kuta Cafe & Gift Shop,www.brisbanelookout.com,1012 Sir Samuel Griffith Dr,MT COOT-THA,4066,(07) 3369 9922,No,No,No,Yes,No,Restaurants and Dining Out,20% discount on your account (up to $30 off). Not valid Friday or Saturday nights or public holidays.,-27.484435,152.959431
Sun Stop Blinds,Sun Stop Blinds,www.sunstopblinds.com.au,U 3 54 Compton Rd,UNDERWOOD,4119,(07) 3299 3055,No,Yes,No,Yes,Yes,Blinds and Awnings,20% off verticals/roller blinds. 15% off timber venetians.,-27.619779,153.110415
Sunbuster,Sunbuster,www.sunbuster.net.au,U 1  28 Cessna Dr,CABOOLTURE,4510,(07) 5428 1756,No,Yes,No,Yes,Yes,"Camper Trailers, Caravans and Motorhomes",15% off all Sunbuster solar shades. Free SEQ delivery.,-27.0858,152.983105
Sunbuster,Sunbuster,www.sunbuster.net.au,(blank),WWW.SUNBUSTER.NET.AU,4000,(07) 5428 1756,No,Yes,No,Yes,Yes,"Camper Trailers, Caravans and Motorhomes",15% off all Sunbuster solar shades. Free SEQ delivery.,-27.46598,153.02394
Suncity Locksmiths,Suncity Locksmiths,(blank),Peninsula Fair Shp Cnt,KIPPA-RING,4021,(07) 3284 1592,No,Yes,No,Yes,Yes,Locksmiths,10% discount on all services. Excludes safe sales and servicing.,-27.22551,153.088263
Suncity Tenpin,Suncity Tenpin Bowl,http://www.suncitytenpin.com.au,8 Mari St,ALEXANDRA HEADLAND,4572,(07) 5443 2580,No,Yes,No,Yes,Yes,Sports and Recreation,"Seniors and Carers - $11.50 a game.  Enjoy onsite free parking, 20 lanes, and our friendly caf‚.",-26.667979,153.104605
Suncoast Chiropractic Centre,Suncoast Chiropractic Centre,http://sunshinecoastchiropracticcaloundra.com.au,4 Fourth Ave,CALOUNDRA,4551,(07) 5492 5588,No,Yes,No,Yes,Yes,Chiropractors,20% discount. Excludes initial visit.,-26.802163,153.121008
Sundeck Gardens,Sundeck Gardens,www.sundeck.com.au,70-78 Alexander Pde,MAROOCHYDORE,4558,(07) 5409 7555,No,Yes,No,Yes,No,Accommodation,"20% off 2 nights or more. Excl.udes Easter, September and Christmas holidays. ",-26.659405,153.103564
Sunland TV Service,Sunland TV Service,www.sunlandtvservice.com,Shop 5  1 Norval Ct,MAROOCHYDORE,4558,(07) 5443 6444,No,Yes,Yes,Yes,Yes,TV and Video,10% off repairs over $100. Must present card when booking.,-26.66396,153.093924
Sunland TV Service,Sunland TV Service,www.sunlandtvservice.com,Shop 5  1 Norval Ct,MAROOCHYDORE,4558,(07) 5443 6444,No,Yes,Yes,Yes,Yes,TV Antennas,10% off repairs over $100. Must present card when booking.,-26.66396,153.093924
Sunlover Reef Cruises,Sunlover Cruises,www.sunlover.com.au,Reef Fleet Terminal - 1 Spence St,CAIRNS,4870,1800 810 512,No,Yes,No,Yes,No,Cruises and Boat Charters,20% discount on full rate adult day trip aboard Sunlover Reef Cruises to Moore Reef pontoon in the Outer Great Barrier Reef. Conditions apply,-16.925691,145.774238
Sunni Clotheslines & Letterboxes,Sunni Clothes Hoists & Letterboxes,www.sunni.com.au,Mobile Business - Logan & Surrounding Areas,(blank),4114,(07) 5596 1440,No,Yes,Yes,Yes,Yes,Hardware and Tools,10% discount on products only.,-27.646166,153.109397
Sunni Clotheslines & Letterboxes,Sunni Clothes Hoists & Letterboxes,www.sunni.com.au,Mobile Business - Logan & Surrounding Areas,(blank),4114,(07) 5596 1440,No,Yes,Yes,Yes,Yes,Home Renovations,10% discount on products only.,-27.646166,153.109397
Sunni Clotheslines & Letterboxes,Sunni Clotheslines & Letterboxes,www.sunni.com.au,Mobile Business - Northern Suburbs,(blank),4000,07 5596 1440,No,Yes,Yes,Yes,Yes,Hardware and Tools,10% discount on products only.,-27.46598,153.02394
Sunni Clotheslines & Letterboxes,Sunni Clotheslines & Letterboxes,www.sunni.com.au,Mobile Business - Northern Suburbs,(blank),4000,07 5596 1440,No,Yes,Yes,Yes,Yes,Home Renovations,10% discount on products only.,-27.46598,153.02394
Sunni Clotheslines & Letterboxes,Sunni Clotheslines & Letterboxes,www.sunni.com.au,Mobile Business - Western Suburbs,(blank),4101,07 5596 1440,No,Yes,Yes,Yes,Yes,Hardware and Tools,10% discount on products only.,-27.482397,153.013315
Sunni Clotheslines & Letterboxes,Sunni Clotheslines & Letterboxes,www.sunni.com.au,Mobile Business - Western Suburbs,(blank),4101,07 5596 1440,No,Yes,Yes,Yes,Yes,Home Renovations,10% discount on products only.,-27.482397,153.013315
Sunni Clotheslines & Letterboxes,Sunni Clotheslines & Letterboxes,www.sunni.com.au,Mobile Business - Southern Suburbs,(blank),4127,(07) 5596 1440,No,Yes,Yes,Yes,Yes,Hardware and Tools,10% discount on products only.,-27.626189,153.148546
Sunni Clotheslines & Letterboxes,Sunni Clotheslines & Letterboxes,www.sunni.com.au,Mobile Business - Southern Suburbs,(blank),4127,(07) 5596 1440,No,Yes,Yes,Yes,Yes,Home Renovations,10% discount on products only.,-27.626189,153.148546
Sunni Clotheslines & Letterboxes,Sunni Clotheslines & Letterboxes,www.sunni.com.au,Mobile Business - Ipswich & Surrounding Areas,(blank),4305,(07) 5596 1440,No,Yes,Yes,Yes,Yes,Hardware and Tools,10% discount on products only.,-27.619324,152.755938
Sunni Clotheslines & Letterboxes,Sunni Clotheslines & Letterboxes,www.sunni.com.au,Mobile Business - Ipswich & Surrounding Areas,(blank),4305,(07) 5596 1440,No,Yes,Yes,Yes,Yes,Home Renovations,10% discount on products only.,-27.619324,152.755938
Sunni Clotheslines & Letterboxes,Sunni Clotheslines & Letterboxes,www.sunni.com.au,Mobile Business - Toowoomba & Surrounding Areas,(blank),4350,(07) 5596 1440,No,Yes,Yes,Yes,Yes,Hardware and Tools,10% discount on products only.,-27.573901,151.878578
Sunni Clotheslines & Letterboxes,Sunni Clotheslines & Letterboxes,www.sunni.com.au,Mobile Business - Toowoomba & Surrounding Areas,(blank),4350,(07) 5596 1440,No,Yes,Yes,Yes,Yes,Home Renovations,10% discount on products only.,-27.573901,151.878578
Sunni Clotheslines & Letterboxes,Sunni Clotheslines & Letterboxes,www.sunni.com.au,Mobile Business,(blank),4655,(07) 4125 4127,No,Yes,Yes,Yes,Yes,Hardware and Tools,10% discount on products only.,-25.431039,152.884399
Sunni Clotheslines & Letterboxes,Sunni Clotheslines & Letterboxes,www.sunni.com.au,Mobile Business,(blank),4655,(07) 4125 4127,No,Yes,Yes,Yes,Yes,Home Renovations,10% discount on products only.,-25.431039,152.884399
Sunni Clotheslines & Letterboxes,Sunni Clotheslines & Letterboxes,www.sunni.com.au,(blank),(blank),(blank),(07) 5596 1440,Yes,Yes,Yes,Yes,Yes,Home Renovations,10% discount on products only.,(blank),(blank)
Sunni Clotheslines & Letterboxes,Sunni Clotheslines & Letterboxes,www.sunni.com.au,(blank),(blank),(blank),(07) 5596 1440,Yes,Yes,Yes,Yes,Yes,Hardware and Tools,10% discount on products only.,(blank),(blank)
Sunni Clotheslines & Letterboxes,Sunni Clotheslines & Letterboxes,www.sunni.com.au,U 8  24 Palings Ct,NERANG,4211,(07) 5596 1440,No,Yes,Yes,Yes,Yes,Hardware and Tools,10% discount on products only.,-27.982149,153.341194
